TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType,Location,Channel,CustomerOccupation,Target
1919.1100000000001,40.0,45.99999999999999,1.0,44731.469999999994,1,39,0,0,2
1919.1100000000001,56.0,244.0,1.0,14977.99,1,19,2,1,1
1919.1100000000001,19.0,247.99999999999997,1.0,44731.469999999994,1,29,0,3,1
1919.1100000000001,25.0,123.0,1.0,44731.469999999994,0,38,2,3,2
1919.1100000000001,49.0,73.0,1.0,44731.469999999994,1,41,2,1,2
1919.1100000000001,22.0,140.0,1.0,44731.469999999994,0,41,2,3,2
1919.1100000000001,80.0,283.0,1.0,29854.729999999996,1,8,1,2,0
0.26,29.0,209.0,1.0,29854.729999999996,1,7,0,0,0
1919.1100000000001,67.0,258.0,1.0,14977.99,1,5,1,2,0
1919.1100000000001,61.0,149.0,1.0,29854.729999999996,0,22,1,0,1
1919.1100000000001,26.0,171.0,1.0,44731.469999999994,1,24,0,3,1
1919.1100000000001,23.0,130.0,1.0,44731.469999999994,1,17,2,3,1
1919.1100000000001,40.0,220.0,1.0,101.25,0,34,3,0,2
0.26,44.0,25.000000000000004,1.0,29854.729999999996,1,30,1,0,2
1919.1100000000001,42.0,143.0,1.0,44731.469999999994,1,25,0,0,1
1919.1100000000001,27.0,128.0,1.0,29854.729999999996,1,39,1,1,2
1919.1100000000001,51.0,146.0,1.0,29854.729999999996,1,7,0,1,0
1919.1100000000001,46.0,144.0,1.0,14977.99,1,21,0,0,1
1919.1100000000001,80.0,204.0,1.0,44731.469999999994,1,33,1,2,2
0.26,58.0,47.0,1.0,101.25,0,40,1,0,2
1919.1100000000001,64.0,61.00000000000001,1.0,14977.99,0,29,0,0,1
1919.1100000000001,58.0,123.99999999999999,1.0,14977.99,1,9,2,1,0
1919.1100000000001,18.0,271.0,1.0,44731.469999999994,0,35,0,3,2
1919.1100000000001,23.0,180.0,1.0,44731.469999999994,1,37,0,3,2
1919.1100000000001,61.0,91.0,1.0,44731.469999999994,1,9,1,4,0
1919.1100000000001,80.0,267.0,1.0,44731.469999999994,1,28,1,2,1
0.26,29.0,61.00000000000001,1.0,29854.729999999996,1,18,3,1,1
0.26,59.0,37.99999999999999,1.0,14977.99,0,0,2,0,0
1919.1100000000001,72.0,100.00000000000001,1.0,29854.729999999996,1,12,0,2,0
1919.1100000000001,45.0,144.0,1.0,14977.99,1,23,0,1,1
1919.1100000000001,53.0,251.0,1.0,14977.99,1,5,1,2,0
1919.1100000000001,34.0,90.0,1.0,44731.469999999994,1,27,1,1,1
1919.1100000000001,57.0,131.0,1.0,29854.729999999996,1,11,0,1,0
1919.1100000000001,24.0,147.0,1.0,44731.469999999994,1,7,2,3,0
1919.1100000000001,30.0,123.0,1.0,44731.469999999994,1,40,1,1,2
1919.1100000000001,58.0,32.0,1.0,44731.469999999994,1,41,2,0,2
1919.1100000000001,53.0,57.0,1.0,14977.99,1,33,0,2,2
1919.1100000000001,67.0,247.0,1.0,14977.99,1,30,0,2,2
0.26,27.0,287.0,1.0,44731.469999999994,1,15,2,1,1
1919.1100000000001,35.0,247.99999999999997,1.0,14977.99,1,19,1,0,1
1919.1100000000001,36.0,84.00000000000001,1.0,14977.99,0,4,1,1,0
1919.1100000000001,24.0,44.0,1.0,44731.469999999994,0,10,1,3,0
1919.1100000000001,50.0,110.0,1.0,44731.469999999994,1,19,0,1,1
1919.1100000000001,66.0,166.0,1.0,44731.469999999994,1,42,0,2,2
1919.1100000000001,39.0,170.0,1.0,14977.99,1,33,1,1,2
0.26,75.0,107.0,1.0,29854.729999999996,0,29,2,2,1
1919.1100000000001,42.0,135.0,1.0,14977.99,1,31,2,1,2
1919.1100000000001,35.0,106.0,1.0,29854.729999999996,1,34,2,0,2
1919.1100000000001,34.0,150.0,1.0,14977.99,1,20,0,1,1
1919.1100000000001,55.0,145.0,1.0,44731.469999999994,0,16,1,2,1
1919.1100000000001,60.0,159.0,1.0,29854.729999999996,0,2,1,1,0
1919.1100000000001,68.0,153.0,1.0,14977.99,1,31,1,2,2
1919.1100000000001,19.0,113.0,1.0,44731.469999999994,1,24,2,3,1
1919.1100000000001,36.0,34.0,1.0,29854.729999999996,1,7,2,0,0
1919.1100000000001,77.0,35.0,1.0,29854.729999999996,0,34,0,2,2
1919.1100000000001,34.0,258.0,1.0,29854.729999999996,1,14,1,1,0
1919.1100000000001,21.0,21.000000000000004,1.0,44731.469999999994,1,4,1,3,0
1919.1100000000001,38.0,260.0,1.0,101.25,1,22,0,0,1
0.26,22.0,100.00000000000001,1.0,44731.469999999994,1,12,0,3,0
0.26,28.0,231.0,1.0,44731.469999999994,1,13,2,3,0
1919.1100000000001,58.0,160.0,1.0,14977.99,1,25,0,1,1
1919.1100000000001,27.0,146.0,1.0,44731.469999999994,1,21,1,3,1
1919.1100000000001,67.0,144.0,1.0,14977.99,1,2,2,2,0
0.26,20.0,282.0,1.0,44731.469999999994,1,11,0,3,0
1919.1100000000001,48.0,44.0,1.0,29854.729999999996,1,5,0,0,0
1919.1100000000001,51.0,97.0,1.0,44731.469999999994,1,30,2,1,2
1919.1100000000001,62.0,107.0,1.0,44731.469999999994,0,26,1,2,1
1919.1100000000001,68.0,265.0,1.0,29854.729999999996,1,25,1,2,1
1919.1100000000001,66.0,56.0,1.0,14977.99,1,11,2,4,0
0.26,68.0,91.0,1.0,44731.469999999994,1,1,2,2,0
1919.1100000000001,18.0,88.0,1.0,44731.469999999994,2,29,0,3,1
1919.1100000000001,80.0,138.0,1.0,14977.99,1,18,2,2,1
1919.1100000000001,23.0,136.0,1.0,44731.469999999994,1,36,1,3,2
0.26,27.0,249.0,1.0,44731.469999999994,1,38,0,3,2
1919.1100000000001,35.0,235.0,1.0,101.25,1,14,0,0,0
1919.1100000000001,26.0,36.0,1.0,44731.469999999994,1,13,0,3,0
1919.1100000000001,44.0,88.0,1.0,14977.99,1,18,0,0,1
1919.1100000000001,59.0,53.00000000000001,1.0,29854.729999999996,0,43,2,1,2
1919.1100000000001,63.0,36.0,1.0,14977.99,1,9,2,2,0
1919.1100000000001,65.0,279.0,1.0,14977.99,1,41,0,2,2
1919.1100000000001,60.0,47.0,1.0,44731.469999999994,1,8,0,1,0
1919.1100000000001,54.0,172.0,1.0,14977.99,0,7,2,2,0
1919.1100000000001,28.0,105.0,1.0,44731.469999999994,0,33,1,3,2
1919.1100000000001,18.0,168.00000000000003,1.0,44731.469999999994,1,28,0,3,1
1919.1100000000001,54.0,78.0,1.0,14977.99,1,27,2,2,1
1919.1100000000001,21.0,260.0,1.0,44731.469999999994,1,13,2,3,0
1919.1100000000001,54.0,59.00000000000001,1.0,14977.99,0,29,2,2,1
1919.1100000000001,18.0,88.0,1.0,44731.469999999994,1,28,0,3,1
1919.1100000000001,69.0,149.0,1.0,44731.469999999994,0,14,1,2,0
1919.1100000000001,62.0,181.0,1.0,29854.729999999996,1,28,0,0,1
1919.1100000000001,55.0,12.0,1.0,14977.99,1,30,2,2,2
0.26,55.0,127.0,1.0,14977.99,1,25,0,2,1
1919.1100000000001,58.0,91.99999999999999,1.0,14977.99,1,28,1,1,1
1919.1100000000001,46.0,58.00000000000001,1.0,44731.469999999994,1,26,0,1,1
0.26,26.0,227.0,1.0,44731.469999999994,1,12,0,3,0
1919.1100000000001,53.0,170.0,1.0,29854.729999999996,1,25,2,0,1
1919.1100000000001,57.0,139.0,1.0,14977.99,1,23,0,2,1
0.26,30.0,128.0,1.0,14977.99,1,18,0,0,1
1919.1100000000001,23.0,79.0,1.0,44731.469999999994,1,33,1,3,2
1919.1100000000001,77.0,178.0,1.0,29854.729999999996,1,9,1,2,0
0.26,60.0,114.0,1.0,14977.99,1,11,2,1,0
0.26,27.0,45.0,1.0,44731.469999999994,1,6,0,3,0
1919.1100000000001,30.0,60.00000000000001,1.0,29854.729999999996,0,4,1,1,0
1919.1100000000001,76.0,168.00000000000003,1.0,44731.469999999994,0,30,1,2,2
0.26,19.0,114.0,1.0,14977.99,1,8,1,3,0
1919.1100000000001,48.0,140.0,1.0,14977.99,1,30,1,0,2
1919.1100000000001,40.0,52.00000000000001,1.0,29854.729999999996,2,40,1,0,2
1919.1100000000001,57.0,57.0,1.0,14977.99,1,10,1,1,0
0.26,65.0,119.0,1.0,14977.99,1,33,2,2,2
1919.1100000000001,39.0,142.0,1.0,14977.99,1,29,0,1,1
1919.1100000000001,43.0,158.0,1.0,101.25,0,35,3,0,2
1919.1100000000001,40.0,189.0,1.0,29854.729999999996,0,14,2,0,0
0.26,39.0,111.0,1.0,44731.469999999994,2,3,1,1,0
1919.1100000000001,57.0,42.00000000000001,1.0,29854.729999999996,1,12,0,2,0
1919.1100000000001,19.0,68.00000000000001,1.0,44731.469999999994,0,26,1,3,1
1919.1100000000001,59.0,53.00000000000001,1.0,14977.99,1,43,0,4,2
1919.1100000000001,25.0,161.0,1.0,44731.469999999994,1,1,0,3,0
1919.1100000000001,51.0,55.0,1.0,44731.469999999994,1,36,0,1,2
1919.1100000000001,48.0,273.0,1.0,29854.729999999996,1,19,2,0,1
0.26,46.0,177.0,1.0,44731.469999999994,1,37,2,1,2
1919.1100000000001,63.0,142.0,1.0,44731.469999999994,1,18,0,2,1
1919.1100000000001,51.0,72.0,1.0,14977.99,0,11,1,2,0
1919.1100000000001,18.0,157.0,1.0,44731.469999999994,1,4,0,3,0
1919.1100000000001,30.0,84.00000000000001,1.0,101.25,1,35,1,0,2
1919.1100000000001,60.0,133.0,1.0,101.25,1,6,1,0,0
1919.1100000000001,54.0,70.0,1.0,14977.99,1,21,2,1,1
0.26,55.0,45.0,1.0,101.25,1,28,2,0,1
1919.1100000000001,50.0,199.0,1.0,44731.469999999994,1,23,2,1,1
1919.1100000000001,60.0,96.0,1.0,44731.469999999994,1,25,2,2,1
1919.1100000000001,28.0,52.00000000000001,1.0,29854.729999999996,1,0,2,3,0
0.26,20.0,84.00000000000001,1.0,44731.469999999994,1,26,1,3,1
1919.1100000000001,40.0,135.0,1.0,14977.99,1,33,1,1,2
1919.1100000000001,71.0,80.0,1.0,14977.99,1,30,0,2,2
1919.1100000000001,53.0,29.000000000000004,1.0,14977.99,1,39,1,1,2
1919.1100000000001,21.0,128.0,1.0,44731.469999999994,0,29,2,3,1
0.26,22.0,125.0,1.0,44731.469999999994,1,23,0,3,1
1919.1100000000001,26.0,63.0,1.0,44731.469999999994,1,8,1,3,0
1919.1100000000001,18.0,131.0,1.0,44731.469999999994,1,25,1,3,1
0.26,28.0,244.0,1.0,44731.469999999994,1,24,2,3,1
1919.1100000000001,53.0,220.0,1.0,44731.469999999994,1,12,0,0,0
1919.1100000000001,30.0,34.0,1.0,29854.729999999996,1,40,2,1,2
1919.1100000000001,76.0,74.0,1.0,14977.99,0,5,2,4,0
0.26,68.0,159.0,1.0,14977.99,1,7,3,2,0
1919.1100000000001,35.0,176.0,1.0,14977.99,1,6,2,1,0
1919.1100000000001,30.0,53.99999999999999,1.0,29854.729999999996,1,27,1,1,1
1919.1100000000001,19.0,179.0,1.0,44731.469999999994,1,23,2,3,1
1919.1100000000001,44.0,159.0,1.0,29854.729999999996,0,39,2,1,2
1919.1100000000001,55.0,63.0,1.0,29854.729999999996,0,26,2,1,1
0.26,44.0,100.00000000000001,1.0,44731.469999999994,0,6,0,1,0
1919.1100000000001,34.0,61.00000000000001,1.0,44731.469999999994,1,15,0,1,1
1919.1100000000001,18.0,179.0,1.0,44731.469999999994,0,36,1,3,2
1919.1100000000001,35.0,144.0,1.0,29854.729999999996,1,42,1,0,2
1919.1100000000001,24.0,202.0,1.0,44731.469999999994,1,13,0,3,0
1919.1100000000001,27.0,171.0,1.0,44731.469999999994,1,5,1,3,0
1919.1100000000001,39.0,34.0,1.0,14977.99,1,5,2,0,0
1919.1100000000001,56.0,277.0,1.0,14977.99,1,31,0,0,2
1919.1100000000001,54.0,172.0,1.0,29854.729999999996,1,14,1,1,0
0.26,64.0,125.0,1.0,14977.99,1,16,0,0,1
1919.1100000000001,34.0,145.0,1.0,29854.729999999996,1,29,0,0,1
1919.1100000000001,19.0,68.00000000000001,1.0,44731.469999999994,1,2,1,3,0
1919.1100000000001,33.0,28.0,1.0,44731.469999999994,0,11,0,1,0
0.26,31.0,137.0,1.0,14977.99,1,17,2,0,1
1919.1100000000001,63.0,113.0,1.0,29854.729999999996,1,2,1,0,0
1919.1100000000001,26.0,187.0,1.0,44731.469999999994,0,13,1,3,0
1919.1100000000001,80.0,39.0,1.0,44731.469999999994,0,41,1,2,2
1919.1100000000001,67.0,60.00000000000001,1.0,14977.99,1,40,0,0,2
1919.1100000000001,37.0,281.0,1.0,29854.729999999996,1,41,2,0,2
1919.1100000000001,37.0,58.00000000000001,1.0,14977.99,1,13,2,1,0
1919.1100000000001,21.0,115.0,1.0,44731.469999999994,1,15,1,3,1
1919.1100000000001,28.0,63.0,1.0,44731.469999999994,0,3,1,3,0
1919.1100000000001,60.0,148.0,1.0,44731.469999999994,1,10,0,0,0
1919.1100000000001,75.0,37.99999999999999,1.0,44731.469999999994,0,20,2,2,1
1919.1100000000001,52.0,73.0,1.0,14977.99,0,41,1,2,2
1919.1100000000001,24.0,58.00000000000001,1.0,44731.469999999994,1,28,1,3,1
1919.1100000000001,40.0,136.0,1.0,14977.99,0,3,0,1,0
1919.1100000000001,24.0,13.0,1.0,44731.469999999994,1,0,2,3,0
1919.1100000000001,52.0,243.0,1.0,14977.99,0,34,1,1,2
1919.1100000000001,51.0,165.0,1.0,14977.99,1,26,1,2,1
1919.1100000000001,26.0,155.0,1.0,14977.99,0,12,2,1,0
1919.1100000000001,72.0,111.0,1.0,44731.469999999994,1,39,0,2,2
1919.1100000000001,70.0,223.0,1.0,44731.469999999994,1,10,0,0,0
1919.1100000000001,29.0,141.0,1.0,14977.99,1,14,2,0,0
1919.1100000000001,19.0,176.0,1.0,44731.469999999994,1,9,0,3,0
1919.1100000000001,69.0,17.0,1.0,14977.99,1,5,0,2,0
1919.1100000000001,54.0,167.0,1.0,44731.469999999994,1,22,2,1,1
1919.1100000000001,67.0,10.0,1.0,14977.99,0,19,1,0,1
1919.1100000000001,21.0,82.0,1.0,44731.469999999994,1,17,2,3,1
0.26,25.0,160.0,1.0,44731.469999999994,1,30,1,3,2
1919.1100000000001,39.0,34.0,1.0,14977.99,1,42,2,0,2
1919.1100000000001,59.0,157.0,1.0,14977.99,1,8,1,2,0
1919.1100000000001,68.0,37.0,1.0,101.25,1,41,2,0,2
1919.1100000000001,76.0,93.0,1.0,14977.99,0,9,1,2,0
0.26,22.0,82.0,1.0,44731.469999999994,1,18,2,3,1
1919.1100000000001,54.0,161.0,1.0,101.25,1,21,2,0,1
1919.1100000000001,27.0,84.00000000000001,1.0,44731.469999999994,0,40,1,3,2
1919.1100000000001,27.0,73.0,1.0,44731.469999999994,1,24,1,3,1
1919.1100000000001,19.0,263.0,1.0,44731.469999999994,1,13,0,3,0
1919.1100000000001,49.0,148.0,1.0,29854.729999999996,1,25,0,4,1
1919.1100000000001,41.0,213.0,1.0,29854.729999999996,1,9,1,1,0
1919.1100000000001,44.0,159.0,1.0,44731.469999999994,1,5,1,1,0
1919.1100000000001,49.0,120.0,1.0,29854.729999999996,1,27,0,1,1
0.26,66.0,96.0,1.0,14977.99,0,6,2,2,0
1919.1100000000001,55.0,112.0,1.0,14977.99,1,28,0,4,1
1919.1100000000001,57.0,48.0,1.0,29854.729999999996,1,33,2,0,2
1919.1100000000001,34.0,68.00000000000001,1.0,29854.729999999996,1,10,2,0,0
0.26,47.0,106.0,1.0,44731.469999999994,1,10,0,0,0
0.26,22.0,22.999999999999996,1.0,44731.469999999994,1,36,1,3,2
1919.1100000000001,26.0,169.0,1.0,44731.469999999994,1,7,1,3,0
1919.1100000000001,78.0,282.0,1.0,14977.99,1,19,1,2,1
1919.1100000000001,25.0,183.0,1.0,44731.469999999994,1,28,2,3,1
1919.1100000000001,30.0,102.0,1.0,29854.729999999996,1,12,0,0,0
1919.1100000000001,56.0,178.0,1.0,14977.99,0,24,2,2,1
1919.1100000000001,65.0,87.0,1.0,29854.729999999996,1,24,1,0,1
1919.1100000000001,78.0,107.99999999999999,1.0,29854.729999999996,1,13,0,2,0
1919.1100000000001,21.0,235.0,1.0,44731.469999999994,0,13,1,3,0
1919.1100000000001,50.0,81.0,1.0,44731.469999999994,0,20,2,1,1
1919.1100000000001,28.0,169.0,1.0,44731.469999999994,0,35,0,1,2
1919.1100000000001,28.0,139.0,1.0,29854.729999999996,1,0,2,1,0
1919.1100000000001,57.0,171.0,1.0,14977.99,1,37,0,2,2
1919.1100000000001,70.0,142.0,1.0,101.25,1,28,0,0,1
1919.1100000000001,64.0,28.0,1.0,44731.469999999994,1,33,1,2,2
1919.1100000000001,30.0,45.0,1.0,29854.729999999996,0,11,2,0,0
1919.1100000000001,21.0,247.0,1.0,44731.469999999994,0,27,1,3,1
0.26,53.0,95.0,1.0,14977.99,1,30,0,1,2
0.26,79.0,36.0,1.0,14977.99,0,1,1,2,0
1919.1100000000001,20.0,238.0,1.0,44731.469999999994,1,1,1,3,0
1919.1100000000001,62.0,75.0,1.0,44731.469999999994,1,27,2,2,1
1919.1100000000001,39.0,96.0,1.0,14977.99,0,4,2,1,0
1919.1100000000001,75.0,37.0,1.0,44731.469999999994,0,23,2,2,1
1919.1100000000001,78.0,70.0,1.0,14977.99,0,4,0,2,0
0.26,20.0,67.0,1.0,29854.729999999996,1,8,0,3,0
1919.1100000000001,24.0,86.0,1.0,44731.469999999994,1,22,0,3,1
1919.1100000000001,51.0,116.00000000000001,1.0,101.25,0,4,1,0,0
1919.1100000000001,43.0,37.0,1.0,14977.99,1,11,0,1,0
1919.1100000000001,27.0,127.0,1.0,44731.469999999994,1,7,1,1,0
1919.1100000000001,68.0,114.0,1.0,29854.729999999996,1,27,0,0,1
1919.1100000000001,18.0,176.0,1.0,14977.99,1,0,1,3,0
0.26,26.0,264.0,1.0,14977.99,1,39,0,1,2
1919.1100000000001,50.0,118.0,1.0,44731.469999999994,1,25,2,1,1
1919.1100000000001,28.0,48.0,1.0,44731.469999999994,1,31,2,3,2
1919.1100000000001,68.0,39.0,1.0,44731.469999999994,0,17,1,2,1
1919.1100000000001,54.0,45.0,1.0,14977.99,0,18,1,2,1
1919.1100000000001,28.0,70.0,1.0,44731.469999999994,1,11,1,3,0
1919.1100000000001,18.0,100.00000000000001,1.0,44731.469999999994,1,39,1,3,2
1919.1100000000001,30.0,48.0,1.0,29854.729999999996,0,30,2,0,2
1919.1100000000001,59.0,56.0,1.0,44731.469999999994,0,15,1,1,1
1919.1100000000001,43.0,138.0,1.0,14977.99,1,17,0,1,1
1919.1100000000001,36.0,84.00000000000001,1.0,44731.469999999994,1,35,1,0,2
1919.1100000000001,53.0,131.0,1.0,14977.99,1,20,1,2,1
1919.1100000000001,33.0,53.00000000000001,1.0,29854.729999999996,1,36,0,0,2
1919.1100000000001,18.0,129.0,1.0,44731.469999999994,1,24,1,3,1
1919.1100000000001,43.0,247.0,1.0,44731.469999999994,1,33,1,1,2
1919.1100000000001,30.0,161.0,1.0,29854.729999999996,1,32,0,0,2
1919.1100000000001,64.0,79.0,1.0,44731.469999999994,1,43,0,2,2
1919.1100000000001,46.0,160.0,1.0,29854.729999999996,0,41,1,1,2
1919.1100000000001,49.0,163.0,1.0,29854.729999999996,0,28,1,1,1
1919.1100000000001,18.0,137.0,1.0,44731.469999999994,1,40,3,3,2
1919.1100000000001,31.0,26.0,1.0,14977.99,2,30,3,0,2
1919.1100000000001,37.0,107.0,1.0,44731.469999999994,1,5,1,1,0
1919.1100000000001,56.0,179.0,1.0,29854.729999999996,1,10,2,1,0
1919.1100000000001,33.0,100.00000000000001,1.0,14977.99,1,34,0,0,2
1919.1100000000001,27.0,142.0,1.0,44731.469999999994,1,22,2,3,1
1919.1100000000001,27.0,36.0,1.0,44731.469999999994,2,32,2,3,2
1919.1100000000001,24.0,107.0,1.0,44731.469999999994,0,32,1,3,2
1919.1100000000001,39.0,176.0,1.0,44731.469999999994,0,20,2,1,1
1919.1100000000001,41.0,21.000000000000004,1.0,44731.469999999994,0,12,1,1,0
1919.1100000000001,61.0,79.0,1.0,29854.729999999996,0,24,2,0,1
0.26,60.0,168.00000000000003,1.0,44731.469999999994,1,32,2,1,2
1919.1100000000001,46.0,77.0,1.0,14977.99,1,1,0,1,0
0.26,47.0,181.0,1.0,29854.729999999996,1,18,1,0,1
1919.1100000000001,68.0,127.0,1.0,101.25,0,15,2,0,1
1919.1100000000001,63.0,135.0,1.0,44731.469999999994,1,7,0,2,0
1919.1100000000001,53.0,30.0,1.0,14977.99,0,14,2,2,0
0.26,58.0,90.0,1.0,29854.729999999996,1,27,1,2,1
1919.1100000000001,26.0,65.0,1.0,44731.469999999994,1,39,0,3,2
1919.1100000000001,49.0,240.0,1.0,44731.469999999994,1,37,0,1,2
1919.1100000000001,51.0,66.0,1.0,14977.99,1,13,0,1,0
0.26,50.0,94.0,1.0,29854.729999999996,1,14,1,0,0
1919.1100000000001,52.0,292.0,1.0,14977.99,0,38,2,2,2
1919.1100000000001,49.0,201.0,1.0,14977.99,1,22,1,1,1
0.26,31.0,296.0,1.0,29854.729999999996,1,38,1,1,2
1919.1100000000001,24.0,49.0,1.0,44731.469999999994,1,0,2,3,0
1919.1100000000001,23.0,85.0,1.0,29854.729999999996,1,33,0,3,2
0.26,59.0,180.0,1.0,14977.99,1,26,1,2,1
1919.1100000000001,34.0,22.0,1.0,44731.469999999994,1,23,1,1,1
1919.1100000000001,41.0,168.00000000000003,1.0,14977.99,1,31,2,0,2
1919.1100000000001,21.0,102.0,1.0,44731.469999999994,1,34,2,3,2
1919.1100000000001,67.0,259.0,1.0,101.25,1,14,0,0,0
1919.1100000000001,62.0,45.0,1.0,14977.99,1,39,0,2,2
0.26,51.0,155.0,1.0,14977.99,1,3,0,2,0
1919.1100000000001,58.0,211.0,1.0,14977.99,0,38,2,2,2
1919.1100000000001,51.0,207.0,1.0,14977.99,1,28,1,1,1
0.26,52.0,94.0,1.0,29854.729999999996,1,41,0,0,2
1919.1100000000001,21.0,195.0,1.0,44731.469999999994,0,14,0,3,0
1919.1100000000001,65.0,105.0,1.0,44731.469999999994,1,18,0,0,1
1919.1100000000001,19.0,238.0,1.0,44731.469999999994,1,36,2,3,2
1919.1100000000001,29.0,123.0,1.0,14977.99,1,40,1,0,2
1919.1100000000001,40.0,88.0,1.0,29854.729999999996,1,2,0,0,0
1919.1100000000001,53.0,84.00000000000001,1.0,14977.99,1,30,0,2,2
1919.1100000000001,22.0,94.0,1.0,44731.469999999994,1,41,1,3,2
1919.1100000000001,57.0,136.0,1.0,14977.99,1,24,1,2,1
1919.1100000000001,58.0,240.0,1.0,101.25,1,10,0,0,0
1919.1100000000001,18.0,199.0,1.0,29854.729999999996,1,8,0,3,0
1919.1100000000001,63.0,167.0,1.0,101.25,1,35,0,0,2
1919.1100000000001,75.0,127.0,1.0,44731.469999999994,1,17,3,2,1
0.26,44.0,28.0,1.0,44731.469999999994,1,25,1,1,1
1919.1100000000001,27.0,146.0,1.0,44731.469999999994,1,19,0,3,1
1919.1100000000001,55.0,173.0,1.0,44731.469999999994,0,6,1,2,0
1919.1100000000001,26.0,131.0,1.0,44731.469999999994,1,34,1,3,2
1919.1100000000001,53.0,113.0,1.0,14977.99,1,10,1,2,0
1919.1100000000001,23.0,72.0,1.0,44731.469999999994,1,25,2,3,1
0.26,33.0,32.0,1.0,14977.99,0,28,2,0,1
1919.1100000000001,27.0,91.0,1.0,44731.469999999994,1,37,1,3,2
1919.1100000000001,65.0,147.0,1.0,14977.99,1,42,0,2,2
1919.1100000000001,59.0,95.0,1.0,14977.99,0,17,2,1,1
1919.1100000000001,39.0,10.0,1.0,44731.469999999994,0,39,1,1,2
1919.1100000000001,53.0,185.0,1.0,44731.469999999994,1,18,0,1,1
1919.1100000000001,24.0,88.0,1.0,44731.469999999994,1,7,2,3,0
0.26,30.0,34.0,1.0,14977.99,1,24,2,0,1
1919.1100000000001,18.0,210.0,1.0,44731.469999999994,1,30,0,3,2
1919.1100000000001,65.0,89.0,1.0,101.25,1,18,1,0,1
1919.1100000000001,21.0,157.0,1.0,44731.469999999994,0,14,2,3,0
1919.1100000000001,64.0,15.0,1.0,101.25,1,31,0,0,2
1919.1100000000001,26.0,143.0,1.0,44731.469999999994,1,8,2,3,0
1919.1100000000001,23.0,139.0,1.0,44731.469999999994,1,37,0,3,2
0.26,68.0,90.0,1.0,29854.729999999996,1,20,0,0,1
1919.1100000000001,34.0,50.00000000000001,1.0,14977.99,1,13,0,1,0
0.26,29.0,61.00000000000001,1.0,14977.99,1,11,2,1,0
1919.1100000000001,24.0,58.00000000000001,1.0,44731.469999999994,0,25,1,3,1
1919.1100000000001,36.0,205.0,1.0,44731.469999999994,1,5,2,0,0
1919.1100000000001,35.0,56.0,1.0,44731.469999999994,1,19,1,1,1
1919.1100000000001,52.0,140.0,1.0,14977.99,1,6,0,2,0
1919.1100000000001,20.0,179.0,1.0,44731.469999999994,1,11,2,3,0
1919.1100000000001,24.0,35.0,1.0,44731.469999999994,1,14,0,3,0
1919.1100000000001,30.0,103.0,1.0,29854.729999999996,1,40,1,0,2
1919.1100000000001,45.0,12.0,1.0,14977.99,1,26,0,1,1
1919.1100000000001,58.0,11.0,1.0,44731.469999999994,1,8,1,2,0
1919.1100000000001,40.0,98.0,1.0,44731.469999999994,1,12,2,1,0
1919.1100000000001,30.0,60.00000000000001,1.0,14977.99,1,42,2,1,2
1919.1100000000001,64.0,164.0,1.0,14977.99,1,19,2,2,1
1919.1100000000001,76.0,43.0,1.0,29854.729999999996,1,28,0,2,1
1919.1100000000001,24.0,151.0,1.0,44731.469999999994,1,35,0,3,2
1919.1100000000001,67.0,150.0,1.0,44731.469999999994,1,7,1,2,0
1919.1100000000001,57.0,128.0,1.0,44731.469999999994,1,38,2,2,2
1919.1100000000001,73.0,81.0,1.0,14977.99,1,40,2,2,2
1919.1100000000001,26.0,75.99999999999999,1.0,44731.469999999994,1,18,0,3,1
1919.1100000000001,27.0,99.0,1.0,29854.729999999996,1,23,2,1,1
1919.1100000000001,19.0,45.0,1.0,44731.469999999994,1,6,0,3,0
1919.1100000000001,21.0,150.0,1.0,44731.469999999994,1,9,0,3,0
1919.1100000000001,44.0,75.0,1.0,14977.99,1,5,0,0,0
1919.1100000000001,65.0,29.000000000000004,1.0,44731.469999999994,0,37,1,2,2
1919.1100000000001,33.0,145.0,1.0,29854.729999999996,1,35,0,1,2
1919.1100000000001,28.0,87.0,1.0,44731.469999999994,1,13,0,3,0
1919.1100000000001,58.0,247.99999999999997,1.0,14977.99,1,22,2,2,1
1919.1100000000001,31.0,156.0,1.0,14977.99,1,31,0,1,2
1919.1100000000001,60.0,98.0,1.0,14977.99,1,36,0,2,2
1919.1100000000001,55.0,143.0,1.0,44731.469999999994,1,35,2,2,2
1919.1100000000001,22.0,15.0,1.0,44731.469999999994,1,28,1,3,1
1919.1100000000001,27.0,130.0,1.0,44731.469999999994,0,30,1,3,2
1919.1100000000001,50.0,150.0,1.0,29854.729999999996,1,35,0,0,2
1919.1100000000001,42.0,172.0,1.0,44731.469999999994,1,11,1,1,0
0.26,61.0,158.0,1.0,14977.99,0,14,1,0,0
1919.1100000000001,56.0,50.00000000000001,1.0,44731.469999999994,0,16,2,1,1
0.26,43.0,91.99999999999999,1.0,14977.99,0,16,1,0,1
1919.1100000000001,73.0,75.99999999999999,1.0,14977.99,1,13,0,2,0
1919.1100000000001,57.0,52.00000000000001,1.0,44731.469999999994,1,36,1,1,2
1919.1100000000001,61.0,53.99999999999999,1.0,29854.729999999996,1,37,0,0,2
1919.1100000000001,52.0,161.0,1.0,44731.469999999994,1,19,0,0,1
